Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
7.18E-03,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,2.20E-01,2.49E+02,2.07E-03,3.03E+00,3.00E+00,-1.00E+00
9.54E-03,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,NaN,NaN,2.08E-03,1.04E+01,7.31E+00,-1.00E+00
6.68E-02,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,NaN,NaN,3.68E-03,1.04E+01,7.31E+00,-1.00E+00
6.35E-01,4.29E+01,-7.88E+01,2.14E+02,1.79E+02,0.00E+00,2.49E+02,6.95E-03,6.18E+00,1.20E+01,-1.00E+00
2.00E+00,4.29E+01,-7.88E+01,2.07E+02,1.72E+02,1.50E-01,NaN,8.44E-03,3.99E+00,4.00E+00,-1.00E+00
3.00E+00,4.29E+01,-7.88E+01,2.11E+02,1.76E+02,2.30E-01,6.22E+01,9.00E-03,3.58E+00,3.00E+00,-1.00E+00
4.00E+00,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,2.30E-01,1.13E+02,9.37E-03,3.57E+00,3.00E+00,-1.00E+00
5.00E+00,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,4.40E-01,1.49E+02,1.01E-02,3.57E+00,3.00E+00,-1.00E+00
6.00E+00,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,5.10E-01,1.84E+02,1.10E-02,3.57E+00,3.00E+00,-1.00E+00
7.00E+00,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,5.10E-01,2.38E+02,1.25E-02,3.56E+00,3.00E+00,-1.00E+00
8.00E+00,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,0.00E+00,2.80E+02,1.32E-02,3.57E+00,3.00E+00,-1.00E+00
9.00E+00,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,0.00E+00,2.80E+02,1.36E-02,3.57E+00,3.00E+00,-1.00E+00
1.00E+01,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,3.30E-01,2.33E+02,1.39E-02,4.10E+00,3.00E+00,-1.00E+00
1.10E+01,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,0.00E+00,1.54E+02,1.41E-02,4.05E+00,3.00E+00,-1.00E+00
1.20E+01,4.29E+01,-7.88E+01,2.12E+02,1.77E+02,3.30E-01,1.91E+02,,3.99E+00,3.00E+00,-1.00E+00
